x  y  lat    lon    sand clay color  fractional coverage of grid by vegetation class (Must/Should Add to 1.0)
         (Deg)  (Deg)  (%/100) index  1    2    3    4    5    6    7    8    9   10  11  12   13   14   15   16   17   18
1 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
3 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
5 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
6 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
7 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
9 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
10 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
11 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
12 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
13 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
14 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
15 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
16 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
17 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
18 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
19 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
20 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
21 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
22 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
23 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
24 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
25 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
26 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
27 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
28 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
29 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
30 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
31 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
32 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
33 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
34 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
35 1 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
36 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
37 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
38 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
39 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
40 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
41 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
42 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
43 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
44 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
45 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
46 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
47 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
48 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
49 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
50 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
51 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
52 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
53 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
54 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
55 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
56 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
57 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
58 1 49.75 8.67 0.45 0.04 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
1 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
2 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
3 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
4 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
5 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
6 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
7 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
8 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
9 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
10 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
11 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
12 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
13 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
14 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
15 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
16 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
17 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
18 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
19 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
20 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
21 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
22 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
23 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
24 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
25 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
26 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
27 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
28 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
29 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
30 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
31 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
32 2 49.75 8.67 0.45 0.04 2 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
